refseq_ncrna	transcript_biotype
NR_106103	miRNA
NR_105983	miRNA
NR_037207	miRNA
NR_106038	miRNA
NR_105766	miRNA
NR_030150	miRNA
NR_029643	miRNA
NR_037276	miRNA
NR_105784	miRNA
NR_030757	miRNA
NR_029572	miRNA
NR_105911	miRNA
NR_029658	miRNA
NR_037295	miRNA
NR_029727	miRNA
NR_106044	miRNA
NR_030425	miRNA
NR_046304	snoRNA
NR_029571	miRNA
NR_028481	snoRNA
NR_106117	miRNA
NR_106181	miRNA
NR_029814	miRNA
NR_035492	miRNA
NR_030421	miRNA
NR_035468	miRNA
NR_130340	miRNA
NR_037230	miRNA
NR_046120	rRNA
NR_106011	miRNA
NR_106055	miRNA
NR_029805	miRNA
NR_029774	miRNA
NR_029732	miRNA
NR_030570	miRNA
NR_037297	miRNA
NR_105836	miRNA
NR_105943	miRNA
NR_046154	rRNA
NR_029644	miRNA
NR_029562	miRNA
NR_106185	miRNA
NR_029821	miRNA
NR_039559	miRNA
NR_030602	miRNA
NR_035529	miRNA
NR_035477	miRNA
NR_030250	miRNA
NR_030273	miRNA
NR_037232	miRNA
NR_029649	miRNA
NR_105932	miRNA
NR_105893	miRNA
NR_105754	miRNA
NR_106129	miRNA
NR_030433	miRNA
NR_002905	snoRNA
NR_030496	miRNA
NR_106052	miRNA
NR_035410	miRNA
NR_105959	miRNA
NR_029640	miRNA
NR_106086	miRNA
NR_037240	miRNA
NR_002897	snoRNA
NR_035424	miRNA
NR_039581	miRNA
NR_105929	miRNA
NR_105810	miRNA
NR_105799	miRNA
NR_029777	miRNA
NR_029882	miRNA
NR_029900	miRNA
NR_039550	miRNA
NR_105941	miRNA
NR_037190	processed_pseudogene
NR_037258	miRNA
NR_130343	miRNA
NR_106170	miRNA
NR_035476	miRNA
NR_030758	miRNA
NR_106168	miRNA
NR_028558	snoRNA
NR_037216	miRNA
NR_039582	miRNA
NR_105858	miRNA
NR_106041	miRNA
NR_105856	miRNA
NR_106019	miRNA
NR_106193	miRNA
NR_105907	miRNA
NR_037255	miRNA
NR_105742	miRNA
NR_029878	miRNA
NR_039539	miRNA
NR_029807	miRNA
NR_029591	miRNA
NR_029947	miRNA
NR_037272	miRNA
NR_105845	miRNA
NR_106167	miRNA
NR_106174	miRNA
NR_037281	miRNA
NR_049204	miRNA
NR_029917	miRNA
NR_030268	miRNA
NR_105880	miRNA
NR_002851	snoRNA
NR_046152	rRNA
NR_030525	miRNA
NR_106001	miRNA
NR_029802	miRNA
NR_030556	miRNA
NR_029737	miRNA
NR_030446	miRNA
NR_037264	miRNA
NR_037282	miRNA
NR_106082	miRNA
NR_106106	miRNA
NR_029789	miRNA
NR_030452	miRNA
NR_030477	miRNA
NR_028276	snoRNA
NR_029723	miRNA
NR_029838	miRNA
NR_029537	miRNA
NR_039548	miRNA
NR_037257	miRNA
NR_105963	miRNA
NR_030420	miRNA
NR_030577	miRNA
NR_029974	miRNA
NR_105759	miRNA
NR_106151	miRNA
NR_105920	miRNA
NR_049197	miRNA
NR_105773	miRNA
NR_028546	snoRNA
NR_030545	miRNA
NR_105895	miRNA
NR_105760	miRNA
NR_105788	miRNA
NR_106071	miRNA
NR_030465	miRNA
NR_035413	miRNA
NR_030417	miRNA
NR_106027	miRNA
NR_037286	miRNA
NR_028569	snoRNA
NR_105756	miRNA
NR_106197	miRNA
NR_035457	miRNA
NR_029721	miRNA
NR_028478	snoRNA
NR_000004	snoRNA
NR_105942	miRNA
NR_030473	miRNA
NR_030445	miRNA
NR_105870	miRNA
NR_037250	miRNA
NR_106006	miRNA
NR_029556	miRNA
NR_106033	miRNA
NR_106123	miRNA
NR_037227	miRNA
NR_037246	miRNA
NR_029963	miRNA
NR_105981	miRNA
NR_039583	miRNA
NR_029743	miRNA
NR_030526	miRNA
NR_106094	miRNA
NR_039552	miRNA
NR_024201	snRNA
NR_049188	miRNA
NR_106108	miRNA
NR_029535	miRNA
NR_030489	miRNA
NR_037242	miRNA
NR_028564	snoRNA
NR_046123	rRNA
NR_106014	miRNA
NR_105954	miRNA
NR_004417	snoRNA
NR_037236	miRNA
NR_037220	miRNA
NR_034045	snoRNA
NR_105863	miRNA
NR_035479	miRNA
NR_029811	miRNA
NR_030270	miRNA
NR_105822	miRNA
NR_106171	miRNA
NR_029570	miRNA
NR_029787	miRNA
NR_106015	miRNA
NR_105771	miRNA
NR_105752	miRNA
NR_029654	miRNA
NR_106004	miRNA
NR_002903	snoRNA
NR_046148	rRNA
NR_029952	miRNA
NR_037271	miRNA
NR_029951	miRNA
NR_029812	miRNA
NR_106158	miRNA
NR_037260	miRNA
NR_130322	miRNA
NR_028555	snoRNA
NR_037259	miRNA
NR_030444	miRNA
NR_030561	miRNA
NR_035454	miRNA
NR_106146	miRNA
NR_105814	miRNA
NR_030429	miRNA
NR_039574	miRNA
NR_003027	snRNA
NR_106145	miRNA
NR_037288	miRNA
NR_106058	miRNA
NR_105748	miRNA
NR_105899	miRNA
NR_037300	miRNA
NR_106107	miRNA
NR_028542	snoRNA
NR_029552	miRNA
NR_106048	miRNA
NR_029785	miRNA
NR_105919	miRNA
NR_106017	miRNA
NR_029797	miRNA
NR_030451	miRNA
NR_030647	miRNA
NR_030419	miRNA
NR_030551	miRNA
NR_030441	miRNA
NR_106070	miRNA
NR_130338	miRNA
NR_105767	miRNA
NR_105776	miRNA
NR_049199	miRNA
NR_029547	miRNA
NR_029725	miRNA
NR_106013	miRNA
NR_128569	miRNA
NR_105864	miRNA
NR_029536	miRNA
NR_030253	miRNA
NR_105901	miRNA
NR_046149	rRNA
NR_039542	miRNA
NR_106119	miRNA
NR_105744	miRNA
NR_029788	miRNA
NR_029733	miRNA
NR_029532	miRNA
NR_035490	miRNA
NR_106088	miRNA
NR_035455	miRNA
NR_029717	miRNA
NR_030480	miRNA
NR_105803	miRNA
NR_002172	snoRNA
NR_035471	miRNA
NR_035423	miRNA
NR_029531	miRNA
NR_106178	miRNA
NR_030609	miRNA
NR_035499	miRNA
NR_049187	miRNA
NR_027978	pseudogene
NR_105796	miRNA
NR_105937	miRNA
NR_130336	miRNA
NR_030482	miRNA
NR_039588	miRNA
NR_029755	miRNA
NR_030475	miRNA
NR_030572	miRNA
NR_037313	miRNA
NR_037251	miRNA
NR_029770	miRNA
NR_106076	miRNA
NR_106176	miRNA
NR_049205	miRNA
NR_030405	miRNA
NR_105970	miRNA
NR_046155	rRNA
NR_105775	miRNA
NR_030466	miRNA
NR_106084	miRNA
NR_033168	snoRNA
NR_105896	miRNA
NR_037223	miRNA
NR_106056	miRNA
NR_105988	miRNA
NR_046124	rRNA
NR_106114	miRNA
NR_030756	miRNA
NR_035462	miRNA
NR_028527	snoRNA
NR_105806	miRNA
NR_106195	miRNA
NR_037274	miRNA
NR_030703	snoRNA
NR_030568	miRNA
NR_106020	miRNA
NR_039546	miRNA
NR_105993	miRNA
NR_029641	miRNA
NR_030534	miRNA
NR_029588	miRNA
NR_030431	miRNA
NR_106054	miRNA
NR_106096	miRNA
NR_028534	snoRNA
NR_105889	miRNA
NR_106051	miRNA
NR_035433	miRNA
NR_128563	miRNA
NR_106155	miRNA
NR_029830	miRNA
NR_105840	miRNA
NR_106159	miRNA
NR_030252	miRNA
NR_039557	miRNA
NR_105855	miRNA
NR_029768	miRNA
NR_028576	scaRNA
NR_029956	miRNA
NR_035516	miRNA
NR_029853	miRNA
NR_105795	miRNA
NR_105971	miRNA
NR_105975	miRNA
NR_029756	miRNA
NR_105838	miRNA
NR_106029	miRNA
NR_035480	miRNA
NR_106090	miRNA
NR_105839	miRNA
NR_030442	miRNA
NR_028526	snoRNA
NR_039554	miRNA
NR_106079	miRNA
NR_105906	miRNA
NR_037245	miRNA
NR_037280	miRNA
NR_106200	miRNA
NR_030437	miRNA
NR_037311	miRNA
NR_105828	miRNA
NR_029879	miRNA
NR_030544	miRNA
NR_030457	miRNA
NR_037301	miRNA
NR_030495	miRNA
NR_030275	miRNA
NR_035459	miRNA
NR_028519	scaRNA
NR_039580	miRNA
NR_028362	snoRNA
NR_029828	miRNA
NR_030422	miRNA
NR_029560	miRNA
NR_028078	snoRNA
NR_105853	miRNA
NR_106100	miRNA
NR_105781	miRNA
NR_049198	miRNA
NR_029601	miRNA
NR_105953	miRNA
NR_029748	miRNA
NR_105903	miRNA
NR_106093	miRNA
NR_105967	miRNA
NR_028275	snoRNA
NR_029554	miRNA
NR_105811	miRNA
NR_105874	miRNA
NR_130328	miRNA
NR_106147	miRNA
NR_035409	miRNA
NR_106175	miRNA
NR_030567	miRNA
NR_030610	miRNA
NR_105890	miRNA
NR_105883	miRNA
NR_105792	miRNA
NR_029786	miRNA
NR_037680	snoRNA
NR_105777	miRNA
NR_105892	miRNA
NR_106120	miRNA
NR_029651	miRNA
NR_001579	misc_RNA
NR_130330	miRNA
NR_106109	miRNA
NR_035453	miRNA
NR_028550	snoRNA
NR_029803	miRNA
NR_030575	miRNA
NR_030464	miRNA
NR_049190	miRNA
NR_002900	snoRNA
NR_130319	miRNA
NR_034048	snoRNA
NR_105912	miRNA
NR_037231	miRNA
NR_029565	miRNA
NR_106137	miRNA
NR_029587	miRNA
NR_030601	miRNA
NR_105871	miRNA
NR_105817	miRNA
NR_106046	miRNA
NR_039547	miRNA
NR_105990	miRNA
NR_037211	miRNA
NR_037208	miRNA
NR_028567	snoRNA
NR_004413	snRNA
NR_030486	miRNA
NR_105985	miRNA
NR_035481	miRNA
NR_030455	miRNA
NR_106098	miRNA
NR_029557	miRNA
NR_106099	miRNA
NR_030686	rRNA
NR_028572	snoRNA
NR_105813	miRNA
NR_029775	miRNA
NR_105972	miRNA
NR_029761	miRNA
NR_105949	miRNA
NR_105938	miRNA
NR_030713	miRNA
NR_037205	miRNA
NR_029579	miRNA
NR_035452	miRNA
NR_029655	miRNA
NR_037293	miRNA
NR_105848	miRNA
NR_039595	miRNA
NR_004411	snRNA
NR_035486	miRNA
NR_105909	miRNA
NR_105986	miRNA
NR_106091	miRNA
NR_105875	miRNA
NR_105980	miRNA
NR_106110	miRNA
NR_106128	miRNA
NR_029533	miRNA
NR_105778	miRNA
NR_029544	miRNA
NR_105755	miRNA
NR_001277	snoRNA
NR_030566	miRNA
NR_030479	miRNA
NR_035494	miRNA
NR_030579	miRNA
NR_105936	miRNA
NR_000003	snoRNA
NR_106192	miRNA
NR_106064	miRNA
NR_035438	miRNA
NR_030147	miRNA
NR_105753	miRNA
NR_105804	miRNA
NR_037291	miRNA
NR_105891	miRNA
NR_035475	miRNA
NR_028552	snoRNA
NR_039536	miRNA
NR_035469	miRNA
NR_046156	rRNA
NR_039562	miRNA
NR_029749	miRNA
NR_029746	miRNA
NR_029953	miRNA
NR_039593	miRNA
NR_030491	miRNA
NR_024200	snRNA
NR_106126	miRNA
NR_028446	snoRNA
NR_037298	miRNA
NR_030484	miRNA
NR_028480	snoRNA
NR_105798	miRNA
NR_029884	miRNA
NR_046306	snoRNA
NR_039579	miRNA
NR_105926	miRNA
NR_105969	miRNA
NR_105861	miRNA
NR_105770	miRNA
NR_105879	miRNA
NR_106095	miRNA
NR_106153	miRNA
NR_106034	miRNA
NR_028547	snoRNA
NR_105765	miRNA
NR_037277	miRNA
NR_037217	miRNA
NR_037241	miRNA
NR_106022	miRNA
NR_130335	miRNA
NR_039553	miRNA
NR_031758	snoRNA
NR_106148	miRNA
NR_029751	miRNA
NR_106080	miRNA
NR_130327	miRNA
NR_029647	miRNA
NR_029716	miRNA
NR_037221	miRNA
NR_004445	snoRNA
NR_106131	miRNA
NR_106179	miRNA
NR_037269	miRNA
NR_046118	rRNA
NR_105812	miRNA
NR_049186	miRNA
NR_105854	miRNA
NR_029718	miRNA
NR_046122	rRNA
NR_130321	miRNA
NR_030488	miRNA
NR_105868	miRNA
NR_030540	miRNA
NR_028545	scaRNA
NR_046146	rRNA
NR_039537	miRNA
NR_106188	miRNA
NR_037312	miRNA
NR_035439	miRNA
NR_029592	miRNA
NR_105948	miRNA
NR_105928	miRNA
NR_029904	miRNA
NR_130329	miRNA
NR_105867	miRNA
NR_029553	miRNA
NR_106085	miRNA
NR_105833	miRNA
NR_029542	miRNA
NR_030265	miRNA
NR_106132	miRNA
NR_106007	miRNA
NR_029722	miRNA
NR_105944	miRNA
NR_037219	miRNA
NR_105852	miRNA
NR_029549	miRNA
NR_106067	miRNA
NR_105915	miRNA
NR_030418	miRNA
NR_037273	miRNA
NR_037226	miRNA
NR_037238	miRNA
NR_106010	miRNA
NR_035434	miRNA
NR_130320	miRNA
NR_105791	miRNA
NR_105747	miRNA
NR_029877	miRNA
NR_105801	miRNA
NR_039597	miRNA
NR_130332	miRNA
NR_037214	miRNA
NR_030472	miRNA
NR_029912	miRNA
NR_105793	miRNA
NR_027448	lincRNA
NR_015464	lincRNA
NR_033634	lincRNA
NR_045795	lincRNA
NR_045290	lincRNA
NR_046164	lincRNA
NR_131123	lincRNA
NR_015472	lincRNA
NR_130960	lincRNA
NR_108021	lincRNA
NR_027930	lincRNA
NR_040713	lincRNA
NR_045743	lincRNA
NR_045740	lincRNA
NR_045063	lincRNA
NR_040309	lincRNA
NR_108037	lincRNA
NR_040433	lincRNA
NR_130160	lincRNA
NR_045991	lincRNA
NR_045701	lincRNA
NR_045326	lincRNA
NR_045668	lincRNA
NR_045916	lincRNA
NR_033481	lincRNA
NR_033457	lincRNA
NR_045881	lincRNA
NR_045379	lincRNA
NR_105022	lincRNA
NR_045403	lincRNA
NR_045381	lincRNA
NR_027904	lincRNA
NR_015475	lincRNA
NR_045879	lincRNA
NR_125720	lincRNA
NR_040556	lincRNA
NR_045728	lincRNA
NR_046209	lincRNA
NR_046210	lincRNA
NR_045503	lincRNA
NR_130157	lincRNA
NR_130166	lincRNA
NR_045660	lincRNA
NR_131019	lincRNA
NR_102303	lincRNA
NR_045162	lincRNA
NR_131023	lincRNA
NR_045977	lincRNA
NR_015587	lincRNA
NR_040305	lincRNA
NR_037666	lincRNA
NR_040518	lincRNA
NR_046162	lincRNA
NR_040374	lincRNA
NR_033631	lincRNA
NR_045709	lincRNA
NR_038027	lincRNA
NR_038028	lincRNA
NR_038016	lincRNA
NR_045353	lincRNA
NR_130956	lincRNA
NR_015524	lincRNA
NR_045338	lincRNA
NR_045344	lincRNA
NR_045716	lincRNA
NR_131151	lincRNA
NR_045966	lincRNA
NR_044986	lincRNA
NR_038172	lincRNA
NR_038173	lincRNA
NR_033514	lincRNA
NR_046081	lincRNA
NR_136760	lincRNA
NR_038049	lincRNA
NR_045752	lincRNA
NR_045295	lincRNA
NR_045783	lincRNA
NR_045355	lincRNA
NR_045330	lincRNA
NR_015567	lincRNA
NR_033198	lincRNA
NR_045329	lincRNA
NR_028427	lincRNA
NR_045318	lincRNA
